group,score
Group A,125.32
Group A,99.47
Group A,102.96
Group A,108.77
Group A,124.37
Group A,96.67
Group A,87.14
Group A,99.55
Group A,75.47
Group A,79.22
Group A,128.76
Group A,101.94
Group A,100.49
Group A,89.02
Group A,74.42
Group A,117.47
Group A,103.2
Group A,84.05
Group A,91.96
Group A,89.7
Group A,105.88
Group A,121.05
Group A,79.86
Group A,104.42
Group A,93.32
Group A,83.25
Group A,86.71
Group A,125.69
Group A,76.01
Group A,96.97
Group A,98.25
Group A,92.18
Group A,112.16
Group A,109.42
Group A,116.01
Group A,125.25
Group A,116.84
Group A,107.13
Group A,74.05
Group A,91.84
Group A,108.71
Group A,107.94
Group A,81.78
Group A,92.4
Group A,110.81
Group A,95.58
Group A,104.63
Group A,104.49
Group A,97.9
Group A,110.97
Group A,92.69
Group A,98.87
Group A,98.11
Group A,80.96
Group A,72.83
Group A,92.61
Group A,69.27
Group A,122.91
Group A,111.77
Group A,103.18
Group A,104.22
Group A,78.53
Group A,137.56
Group A,114.9
Group A,98.91
Group A,108.04
Group A,80.81
Group A,93.3
Group A,102.97
Group A,81.14
Group A,82.59
Group A,87.11
Group A,94.46
Group A,119.8
Group A,105.95
Group A,105.78
Group A,75.99
Group A,92.6
Group A,79.67
Group A,104.22
Group A,93.2
Group A,118.33
Group A,97.81
Group A,88.2
Group A,117.65
Group A,99.51
Group A,83.01
Group A,74.98
Group A,98.12
Group A,106.74
Group A,101.76
Group A,89.79
Group A,99.8
Group A,85.36
Group A,86.73
Group A,71.64
Group A,95.34
Group A,109.57
Group A,97.69
Group A,98.58
Group A,124.77
Group A,126.82
Group A,91.08
Group A,102.37
Group A,133.04
Group A,81.36
Group A,75.61
Group A,89.0
Group A,93.21
Group A,122.05
Group A,85.96
Group A,83.72
Group A,147.04
Group A,92.73
Group A,105.43
Group A,105.15
Group A,113.14
Group A,101.76
Group A,86.73
Group A,102.4
Group A,107.82
Group A,98.72
Group A,97.12
Group A,117.15
Group A,84.2
Group A,111.44
Group A,104.36
Group A,111.18
Group A,94.08
Group A,111.41
Group A,105.44
Group A,91.97
Group A,76.34
Group A,67.37
Group A,97.99
Group A,87.46
Group A,92.89
Group A,88.26
Group A,97.62
Group A,98.39
Group A,114.17
Group A,86.66
Group A,107.18
Group A,82.92
Group A,59.31
Group A,106.33
Group A,84.57
Group A,117.76
Group A,89.33
Group A,94.31
Group A,77.39
Group A,109.8
Group A,109.29
Group A,104.93
Group A,109.71
Group A,80.67
Group A,102.76
Group A,87.13
Group A,119.24
Group A,92.63
Group A,110.65
Group A,108.8
Group A,79.97
Group A,83.6
Group A,99.96
Group A,117.36
Group A,100.59
Group A,114.08
Group A,96.0
Group A,94.19
Group A,113.67
Group A,111.04
Group A,85.21
Group A,113.25
Group A,113.39
Group A,79.6
Group A,109.72
Group A,98.8
Group A,119.16
Group A,133.38
Group A,119.08
Group A,82.63
Group A,64.9
Group A,89.55
Group A,123.8
Group A,111.98
Group A,85.25
Group A,101.29
Group A,108.05
Group A,93.66
Group A,103.43
Group A,75.72
Group A,68.81
Group A,96.27
Group A,107.27
Group A,86.46
Group A,90.74
Group A,115.58
Group A,85.35
Group A,113.65
Group A,116.86
Group A,96.45
Group A,95.82
Group A,79.08
Group A,109.36
Group A,90.31
Group A,90.79
Group A,77.6
Group A,118.19
Group A,107.45
Group A,97.26
Group A,105.37
Group A,89.97
Group A,114.05
Group A,96.84
Group A,95.1
Group A,88.67
Group A,110.22
Group A,112.58
Group A,86.82
Group A,109.98
Group A,100.49
Group A,75.8
Group A,126.61
Group A,105.16
Group A,90.75
Group A,74.04
Group A,90.81
Group A,99.13
Group A,97.65
Group A,108.01
Group A,97.99
Group A,80.21
Group A,97.08
Group A,101.41
Group A,115.02
Group A,100.45
Group A,90.24
Group A,99.44
Group A,81.22
Group A,99.49
Group A,100.42
Group A,114.25
Group A,126.94
Group A,106.47
Group A,102.24
Group A,101.77
Group A,101.48
Group A,91.63
Group A,108.02
Group A,98.25
Group A,93.33
Group A,109.59
Group A,88.49
Group A,108.66
Group A,83.62
Group A,84.67
Group A,86.89
Group A,85.05
Group A,104.14
Group A,114.55
Group A,91.53
Group A,109.38
Group A,53.29
Group A,74.62
Group A,95.05
Group A,97.14
Group A,126.32
Group A,105.35
Group A,114.75
Group A,107.82
Group A,117.23
Group A,102.53
Group A,91.65
Group A,100.67
Group A,97.16
Group A,95.63
Group A,99.78
Group A,115.91
Group A,124.63
Group A,121.43
Group A,133.81
Group A,102.27
Group A,103.33
Group A,109.62
Group A,88.52
Group A,78.93
Group A,87.0
Group A,74.73
Group A,103.32
Group A,92.84
Group A,109.69
Group A,118.18
Group A,85.58
Group A,105.52
Group A,97.91
Group A,94.99
Group A,87.49
Group A,109.05
Group A,95.39
Group A,105.28
Group A,102.0
Group A,95.3
Group A,124.39
Group A,112.54
Group A,75.56
Group A,110.81
Group A,81.48
Group A,109.19
Group A,108.59
Group A,94.51
Group A,100.94
Group A,118.98
Group A,101.25
Group A,107.46
Group A,124.13
Group A,86.36
Group A,85.62
Group A,112.81
Group A,85.01
Group A,102.46
Group A,108.44
Group A,111.62
Group A,109.65
Group A,75.96
Group A,103.64
Group A,82.38
Group A,79.17
Group A,113.02
Group A,108.93
Group A,125.84
Group A,80.89
Group A,94.51
Group A,99.72
Group A,74.39
Group A,67.18
Group A,87.74
Group A,117.94
Group A,92.41
Group A,97.78
Group A,93.62
Group A,94.58
Group A,90.22
Group A,91.57
Group A,79.25
Group A,89.62
Group A,133.96
Group A,105.98
Group A,113.14
Group A,96.79
Group A,92.62
Group A,103.59
Group A,83.24
Group A,131.82
Group A,89.2
Group A,114.41
Group A,86.98
Group A,109.31
Group A,104.75
Group A,92.21
Group A,113.67
Group A,90.04
Group A,71.0
Group A,110.5
Group A,97.43
Group A,95.49
Group A,102.05
Group A,93.79
Group A,89.89
Group A,91.86
Group A,99.47
Group A,67.66
Group A,104.0
Group A,109.83
Group A,91.43
Group A,113.34
Group A,110.06
Group A,87.95
Group A,126.89
Group A,91.36
Group A,102.25
Group A,73.98
Group A,93.75
Group A,104.6
Group A,104.17
Group A,102.82
Group A,150.79
Group A,121.94
Group A,110.67
Group A,106.04
Group A,88.33
Group A,100.02
Group A,114.69
Group A,102.47
Group A,107.02
Group A,110.58
Group A,125.01
Group A,87.47
Group A,104.81
Group A,113.71
Group A,80.48
Group A,82.77
Group A,91.72
Group A,84.38
Group A,112.55
Group A,114.08
Group A,93.93
Group A,94.54
Group A,114.56
Group A,126.3
Group A,127.87
Group A,109.86
Group A,121.59
Group A,112.87
Group A,108.62
Group A,112.99
Group A,124.77
Group A,122.45
Group A,122.26
Group A,113.17
Group A,71.28
Group A,94.64
Group A,87.18
Group A,79.32
Group A,100.23
Group A,95.23
Group A,83.53
Group A,112.8
Group A,91.35
Group A,101.24
Group A,130.52
Group A,91.84
Group A,77.61
Group A,121.03
Group A,84.35
Group A,104.72
Group A,81.14
Group A,107.89
Group A,76.78
Group A,112.64
Group A,81.15
Group A,114.26
Group A,82.8
Group A,111.05
Group A,97.38
Group A,87.95
Group A,109.33
Group A,90.59
Group A,101.25
Group A,107.69
Group A,71.22
Group A,126.57
Group A,118.32
Group A,75.57
Group A,102.86
Group A,104.47
Group A,118.68
Group A,94.48
Group A,117.71
Group A,135.42
Group A,97.34
Group A,97.36
Group A,98.2
Group A,88.28
Group A,75.4
Group A,100.69
Group A,116.17
Group A,124.18
Group A,115.96
Group A,98.29
Group A,87.51
Group A,118.43
Group A,112.0
Group A,90.52
Group A,105.59
Group A,91.69
Group A,89.69
Group A,87.6
Group A,106.04
Group A,111.51
Group A,94.14
Group A,99.6
Group A,93.32
Group A,87.67
Group A,89.97
Group A,67.63
Group A,86.77
Group A,118.26
Group A,93.27
Group A,126.01
Group A,101.5
Group A,96.04
Group A,99.06
Group A,85.36
Group A,106.44
Group A,63.92
Group A,127.6
Group A,99.16
Group A,83.78
Group A,103.4
Group A,99.49
Group A,101.59
Group A,93.79
Group A,106.27
Group A,102.65
Group A,95.38
Group A,120.64
Group A,85.44
Group A,93.64
Group A,153.54
Group A,121.35
Group A,91.98
Group A,84.9
Group A,97.41
Group A,99.6
Group A,112.5
Group A,89.03
Group A,88.87
Group A,84.9
Group A,81.94
Group A,105.94
Group A,78.04
Group A,98.39
Group A,76.2
Group A,115.89
Group A,65.38
Group A,97.76
Group A,93.75
Group A,84.81
Group A,120.45
Group A,80.68
Group A,101.18
Group A,91.71
Group A,123.5
Group A,93.07
Group A,105.36
Group A,107.44
Group A,119.29
Group A,89.57
Group A,99.01
Group A,104.35
Group A,88.59
Group A,121.56
Group A,94.96
Group A,111.96
Group A,94.68
Group A,80.6
Group A,98.47
Group A,91.06
Group A,101.76
Group A,98.28
Group A,111.18
Group A,90.46
Group A,112.72
Group A,91.22
Group A,101.29
Group A,98.48
Group A,93.72
Group A,107.35
Group A,110.55
Group A,120.96
Group A,78.71
Group A,142.39
Group A,111.9
Group A,104.4
Group A,109.78
Group A,108.52
Group A,122.18
Group A,94.0
Group A,74.99
Group A,79.74
Group A,98.31
Group A,108.09
Group A,91.93
Group A,84.09
Group A,80.72
Group A,116.07
Group A,128.66
Group A,109.74
Group A,91.03
Group A,79.03
Group A,92.92
Group A,108.73
Group A,114.56
Group B,81.89
Group B,95.81
Group B,87.77
Group B,136.17
Group B,110.36
Group B,103.7
Group B,93.14
Group B,84.28
Group B,100.57
Group B,95.09
Group B,100.68
Group B,114.45
Group B,97.84
Group B,74.57
Group B,96.52
Group B,111.19
Group B,74.37
Group B,72.03
Group B,119.84
Group B,103.38
Group B,117.08
Group B,90.73
Group B,79.29
Group B,97.76
Group B,121.46
Group B,80.25
Group B,96.52
Group B,129.36
Group B,95.62
Group B,91.61
Group B,103.44
Group B,108.0
Group B,135.12
Group B,110.7
Group B,107.87
Group B,96.22
Group B,95.73
Group B,97.92
Group B,118.09
Group B,108.98
Group B,85.54
Group B,119.99
Group B,130.77
Group B,122.7
Group B,109.46
Group B,92.49
Group B,123.78
Group B,81.8
Group B,109.3
Group B,94.89
Group B,73.04
Group B,105.35
Group B,122.14
Group B,101.25
Group B,107.87
Group B,84.02
Group B,96.57
Group B,75.77
Group B,103.09
Group B,106.03
Group B,83.68
Group B,95.66
Group B,114.46
Group B,123.25
Group B,82.67
Group B,124.58
Group B,107.38
Group B,121.6
Group B,88.41
Group B,80.62
Group B,110.95
Group B,102.26
Group B,84.08
Group B,113.85
Group B,103.4
Group B,96.97
Group B,74.25
Group B,108.46
Group B,108.87
Group B,96.03
Group B,87.08
Group B,101.89
Group B,133.26
Group B,119.39
Group B,91.6
Group B,106.5
Group B,95.71
Group B,108.74
Group B,113.84
Group B,129.7
Group B,104.23
Group B,70.28
Group B,100.18
Group B,84.18
Group B,99.53
Group B,106.4
Group B,116.76
Group B,124.37
Group B,119.69
Group B,92.61
Group B,88.22
Group B,102.02
Group B,109.22
Group B,119.28
Group B,94.08
Group B,98.97
Group B,94.61
Group B,85.69
Group B,110.7
Group B,105.18
Group B,112.2
Group B,103.3
Group B,103.12
Group B,115.58
Group B,72.45
Group B,87.68
Group B,107.64
Group B,106.61
Group B,94.25
Group B,86.74
Group B,121.73
Group B,86.63
Group B,109.97
Group B,74.42
Group B,93.87
Group B,109.44
Group B,74.95
Group B,105.58
Group B,116.38
Group B,110.76
Group B,86.83
Group B,90.13
Group B,111.55
Group B,105.5
Group B,119.24
Group B,79.89
Group B,80.04
Group B,90.73
Group B,85.61
Group B,94.85
Group B,100.42
Group B,78.12
Group B,95.16
Group B,103.48
Group B,89.65
Group B,97.29
Group B,106.58
Group B,104.98
Group B,112.17
Group B,115.89
Group B,105.54
Group B,95.04
Group B,102.67
Group B,108.66
Group B,116.62
Group B,131.28
Group B,104.64
Group B,101.03
Group B,85.18
Group B,71.28
Group B,129.34
Group B,128.08
Group B,122.74
Group B,106.37
Group B,116.85
Group B,112.59
Group B,98.86
Group B,88.96
Group B,97.04
Group B,102.58
Group B,73.71
Group B,112.08
Group B,101.57
Group B,76.69
Group B,106.82
Group B,102.05
Group B,124.99
Group B,89.83
Group B,59.26
Group B,87.98
Group B,106.5
Group B,102.56
Group B,90.37
Group B,106.84
Group B,95.3
Group B,72.41
Group B,93.61
Group B,130.44
Group B,108.63
Group B,96.27
Group B,88.21
Group B,99.4
Group B,106.98
Group B,108.97
Group B,98.58
Group B,116.58
Group B,83.89
Group B,88.02
Group B,104.97
Group B,76.95
Group B,79.83
Group B,113.73
Group B,104.11
Group B,94.15
Group B,91.07
Group B,86.13
Group B,84.08
Group B,75.85
Group B,89.85
Group B,119.29
Group B,102.53
Group B,88.47
Group B,92.3
Group B,104.55
Group B,99.66
Group B,101.33
Group B,61.33
Group B,117.84
Group B,103.52
Group B,101.67
Group B,118.67
Group B,82.15
Group B,87.04
Group B,121.17
Group B,93.45
Group B,90.74
Group B,88.44
Group B,86.15
Group B,103.46
Group B,118.68
Group B,93.58
Group B,105.48
Group B,104.77
Group B,101.33
Group B,112.76
Group B,115.23
Group B,120.09
Group B,113.43
Group B,127.57
Group B,78.86
Group B,96.97
Group B,90.39
Group B,88.08
Group B,106.67
Group B,101.14
Group B,139.97
Group B,84.23
Group B,69.58
Group B,121.49
Group B,113.1
Group B,94.31
Group B,92.53
Group B,88.8
Group B,112.24
Group B,135.88
Group B,100.02
Group B,79.6
Group B,89.87
Group B,81.2
Group B,94.89
Group B,81.89
Group B,103.92
Group B,118.29
Group B,94.01
Group B,89.65
Group B,109.69
Group B,86.7
Group B,83.59
Group B,93.98
Group B,102.12
Group B,106.85
Group B,111.74
Group B,109.97
Group B,123.05
Group B,120.06
Group B,112.34
Group B,122.44
Group B,60.27
Group B,98.0
Group B,100.75
Group B,97.07
Group B,98.57
Group B,102.13
Group B,113.71
Group B,112.97
Group B,114.75
Group B,123.29
Group B,117.4
Group B,89.5
Group B,91.42
Group B,88.13
Group B,95.58
Group B,117.75
Group B,92.13
Group B,108.47
Group B,84.68
Group B,97.0
Group B,99.76
Group B,128.21
Group B,68.61
Group B,109.71
Group B,120.25
Group B,86.86
Group B,88.57
Group B,82.87
Group B,119.76
Group B,92.09
Group B,123.43
Group B,118.06
Group B,109.45
Group B,100.85
Group B,89.06
Group B,110.2
Group B,94.11
Group B,116.13
Group B,89.51
Group B,85.56
Group B,108.09
Group B,88.51
Group B,75.2
Group B,97.92
Group B,123.03
Group B,108.58
Group B,110.88
Group B,99.78
Group B,82.45
Group B,133.27
Group B,119.21
Group B,91.77
Group B,125.35
Group B,104.27
Group B,105.16
Group B,101.24
Group B,92.67
Group B,103.34
Group B,89.26
Group B,70.84
Group B,101.29
Group B,92.94
Group B,106.83
Group B,94.05
Group B,98.78
Group B,139.01
Group B,113.53
Group B,123.59
Group B,95.18
Group B,100.92
Group B,88.91
Group B,109.8
Group B,90.88
Group B,120.49
Group B,137.82
Group B,93.05
Group B,102.19
Group B,98.72
Group B,115.73
Group B,102.22
Group B,130.44
Group B,103.01
Group B,80.73
Group B,104.41
Group B,91.44
Group B,84.69
Group B,102.53
Group B,109.01
Group B,104.34
Group B,79.9
Group B,91.65
Group B,106.43
Group B,93.43
Group B,125.0
Group B,106.18
Group B,73.19
Group B,100.75
Group B,90.12
Group B,101.92
Group B,113.08
Group B,72.18
Group B,83.74
Group B,94.36
Group B,108.06
Group B,121.94
Group B,118.98
Group B,80.59
Group B,107.38
Group B,105.55
Group B,98.1
Group B,109.92
Group B,89.86
Group B,95.77
Group B,119.7
Group B,109.91
Group B,62.04
Group B,101.58
Group B,85.06
Group B,125.58
Group B,115.12
Group B,96.44
Group B,115.46
Group B,91.83
Group B,114.3
Group B,105.4
Group B,111.66
Group B,78.26
Group B,105.48
Group B,88.63
Group B,93.59
Group B,95.88
Group B,96.2
Group B,93.52
Group B,101.49
Group B,103.91
Group B,88.75
Group B,95.21
Group B,102.93
Group B,120.84
Group B,93.2
Group B,117.61
Group B,83.81
Group B,88.49
Group B,105.62
Group B,108.73
Group B,86.45
Group B,83.87
Group B,129.31
Group B,102.95
Group B,88.7
Group B,108.75
Group B,120.98
Group B,119.07
Group B,80.53
Group B,90.25
Group B,88.78
Group B,104.81
Group B,99.84
Group B,82.83
Group B,90.3
Group B,91.14
Group B,79.89
Group B,119.64
Group B,97.7
Group B,94.14
Group B,121.36
Group B,79.7
Group B,108.74
Group B,122.52
Group B,111.66
Group B,133.25
Group B,93.25
Group B,95.4
Group B,101.4
Group B,103.66
Group B,88.44
Group B,111.96
Group B,92.52
Group B,91.91
Group B,78.82
Group B,122.94
Group B,106.66
Group B,95.62
Group B,78.99
Group B,122.43
Group B,94.09
Group B,95.51
Group B,101.13
Group B,117.07
Group B,114.64
Group B,97.82
Group B,114.16
Group B,105.28
Group B,82.88
Group B,89.57
Group B,99.18
Group B,93.44
Group B,101.64
Group B,100.3
Group B,145.68
Group B,95.41
Group B,113.74
Group B,89.64
Group B,104.97
Group B,84.43
Group B,110.69
Group B,93.34
Group B,93.28
Group B,97.8
Group B,88.08
Group B,133.3
Group B,121.94
Group B,118.14
Group B,124.69
Group B,98.77
Group B,122.22
Group B,96.77
Group B,81.47
Group B,59.68
Group B,141.12
Group B,95.01
Group B,92.78
Group B,79.2
Group B,122.98
Group B,97.91
Group B,108.88
Group B,102.68
Group B,106.38
Group B,109.92
Group B,104.11
Group B,103.47
Group B,97.6
Group B,102.32
Group B,106.24
Group B,102.0
Group B,82.08
Group B,102.66
Group B,114.83
Group B,90.06
Group B,82.93
Group B,116.07
Group B,94.81
Group B,80.25
Group B,94.26
Group B,96.37
Group B,99.85
Group B,87.27
Group B,112.0
Group B,95.7
Group B,90.48
Group B,108.18
Group B,81.19
Group B,119.21
Group B,89.63
Group B,103.43
Group B,113.31
Group B,114.9
Group B,93.73
Group B,108.07
Group B,103.77
Group B,99.86
Group B,111.22
Group B,126.22
Group B,85.74
Group B,84.78
Group B,103.34
Group B,111.98
Group B,124.36
Group B,124.05
Group B,101.48
Group B,108.75
Group B,107.36
Group B,80.66
Group B,138.86
Group B,98.02
Group B,119.87
Group B,120.68
Group B,100.97
Group B,104.04
Group B,78.95
Group B,134.26
Group B,94.28
Group B,120.94
Group B,77.43
Group B,99.5
Group B,102.95
Group B,72.75
Group B,87.09
Group B,65.01
Group B,99.34
Group B,104.74
Group B,86.95
Group B,96.57
Group B,99.86
Group B,113.8
Group B,106.09
Group B,118.54
Group B,101.32
Group B,96.2
Group B,118.14
Group B,113.27
Group B,75.89
Group B,89.57
Group B,75.94
Group B,107.36
Group B,94.02
Group B,129.38
Group B,104.94
Group B,119.67
Group B,109.01
Group B,82.52
Group B,117.53
Group B,120.22
Group B,103.97
Group B,103.66
Group B,111.4
Group B,85.86
Group B,117.25
Group B,121.49
Group B,98.44
Group B,112.16
Group B,102.52
Group B,95.21
Group B,101.53
Group B,101.26
Group B,91.72
Group B,81.15
Group B,106.12
Group B,123.15
Group B,85.33
Group B,96.66
Group B,119.73
Group B,101.3
Group B,117.95
Group B,112.23
Group B,107.09
Group B,88.8
Group B,100.6
Group B,91.66
Group B,91.57
Group B,103.79
Group B,100.89
Group B,82.04
Group B,135.44
Group B,98.62
Group B,92.67
Group B,88.5
Group B,115.47
Group B,103.63
Group B,130.87
Group B,112.24
Group B,69.3
Group B,110.45
Group B,74.12
Group B,83.0
Group B,85.93
Group B,110.76
Group B,107.62
Group B,79.37
Group B,95.75
Group B,120.92
Group B,104.91
Group B,88.69
Group B,92.36
Group B,107.54
Group B,104.61
Group B,119.55
Group B,103.94
Group B,86.84
Group B,116.29
Group B,112.46
Group B,129.72
Group B,116.47
Group B,98.79
Group B,113.14
Group B,87.02
Group B,97.5
Group B,113.31
Group B,97.07
Group B,96.97
Group B,92.28
Group B,92.63
Group B,111.97
Group B,86.59
Group B,84.18
Group B,86.01
Group B,121.31
Group B,94.04
Group B,106.11
Group B,114.37
Group B,95.02
Group B,122.72
Group B,91.9
Group B,106.57
Group B,117.93
Group B,134.02
Group B,111.54
Group B,108.8
Group B,91.22
Group B,114.53
Group B,99.0
Group B,98.62
Group B,86.98
Group B,102.29
Group B,104.52
Group B,102.37
Group B,73.69
Group B,87.42
Group B,107.18
Group B,87.35
Group B,110.4
Group B,67.35
Group B,123.6
Group B,102.92
Group B,117.11
Group B,121.03
Group B,110.06
Group B,56.31
Group B,111.83
Group B,100.68
Group B,102.75
Group B,105.68
Group B,74.93
Group B,84.98
Group B,55.8
Group B,100.12
Group B,125.89
Group B,91.66
Group B,107.55
Group B,114.04
Group B,80.13
Group B,104.46
Group B,112.46
Group B,100.73
Group B,91.35
Group B,108.42
Group B,86.01
Group B,122.92
Group B,99.26
Group B,130.16
Group B,113.43
Group B,88.32
Group B,111.6
Group B,94.14
Group B,90.2
Group B,94.9
Group B,104.82
Group B,73.88
Group B,108.95
Group B,90.03
Group B,125.47
Group B,126.56
Group B,122.15
Group B,118.94
Group B,70.62
Group B,134.19
Group B,106.15
Group B,127.37
Group B,139.75
Group B,105.27
Group B,76.1
Group B,99.19
Group B,113.38
Group B,97.99
Group B,87.97
Group B,121.45
Group B,103.22
Group B,97.29
Group B,101.61
Group B,100.93
Group B,114.83
Group B,119.52
Group B,115.34
Group B,94.05
Group B,117.14
Group B,96.1
Group B,107.92
Group B,104.9
Group B,85.87
Group B,105.18
Group B,105.05
Group B,116.56
Group B,129.97
Group B,136.72
Group B,97.68
Group B,82.85
Group B,106.61
Group B,98.32
Group B,98.53
Group B,102.9
Group B,100.95
Group B,86.81
Group B,91.96
Group B,125.54
Group B,97.7
Group B,98.65
Group B,132.82
Group B,98.48
Group B,101.14
Group B,84.58
Group B,124.98
Group B,125.52
Group B,82.12
Group B,101.4
Group B,105.28
Group B,97.58
Group B,116.7
Group B,99.67
Group B,106.56
Group B,107.91
Group B,102.96
Group B,73.32
Group B,90.7
Group B,86.73
Group B,104.46
Group B,98.97
Group B,96.92
Group B,103.72
Group B,100.56
Group B,82.45
Group B,82.94
Group B,118.17
Group B,102.79
Group B,100.15
Group B,112.76
Group B,98.78
Group B,102.77
Group B,105.96
Group B,116.43
Group B,121.49
Group B,89.78
Group B,119.1
Group B,95.72
Group B,111.54
Group B,91.77
Group B,82.59
Group B,116.4
Group B,128.95
Group B,97.04
Group B,119.77
Group B,93.78
Group B,106.45
Group B,101.94
Group B,99.25
Group B,98.97
Group B,85.08
Group B,119.69
Group B,90.96
Group B,120.53
Group B,92.13
Group B,93.2
Group B,111.65
Group B,117.31
Group B,122.28
Group B,79.66
Group B,90.24
Group B,125.37
Group B,86.2
Group B,103.94
Group B,92.27
Group B,91.64
Group B,63.13
Group B,112.9
Group B,78.53
Group B,101.62
Group B,83.84
Group B,108.4
Group B,102.21
Group B,72.17
Group B,86.14
Group B,83.86
Group B,103.31
Group B,80.09
Group B,100.78
Group B,107.86
Group B,98.01
Group B,112.66
Group B,69.09
Group B,85.47
Group B,112.08
Group B,122.32
Group B,83.86
Group B,130.07
Group B,121.76
Group B,115.1
Group B,111.74
Group B,94.81
Group B,93.18
Group B,126.38
Group B,108.9
Group B,114.57
Group B,121.82
Group B,94.85
Group B,93.65
Group B,98.61
Group B,108.73
Group B,94.78
Group B,91.92
Group B,117.5
Group B,83.12
Group B,90.59
Group B,101.87
Group B,134.96
Group B,102.66
Group B,86.34
Group B,73.27
Group B,74.64
Group B,108.57
Group B,92.99
Group B,87.34
Group B,94.33
Group B,90.92
Group B,75.39
Group B,108.78
Group B,103.61
Group B,120.99
Group B,110.59
Group B,79.79
Group B,85.17
Group B,116.1
Group B,105.48
Group B,104.37
Group B,70.63
Group B,97.62
Group B,115.71
Group B,78.04
Group B,113.26
Group B,104.16
Group B,73.16
Group B,102.94
Group B,88.92
Group B,92.25
Group B,106.35
Group B,84.48
Group B,103.5
Group B,94.99
Group B,84.04
Group B,81.32
Group B,109.8
Group B,99.31
Group B,107.51
Group B,122.64
Group B,108.33
Group B,115.53
Group B,106.81
Group B,81.0
Group B,97.66
Group B,75.05
Group B,88.51
Group B,115.72
Group B,108.64
Group B,100.83
Group B,117.22
Group B,114.49
Group B,90.44
Group B,111.11
Group B,74.07
Group B,93.48
Group B,105.21
Group B,94.88
Group B,111.52
Group B,106.71
Group B,104.65
Group B,114.9
Group B,98.61
Group B,123.42
Group B,113.8
Group B,120.5
Group B,111.94
Group B,72.82
Group B,107.55
Group B,104.38
Group B,103.4
Group B,93.84
Group B,134.27
Group B,122.91
Group B,92.9
Group B,77.79
Group B,79.54
Group B,117.42
Group B,87.28
Group B,110.3
Group B,98.12
Group B,110.03
Group B,100.8
Group B,95.15
Group B,115.75
Group B,112.63
Group B,105.94
Group B,108.81
Group B,97.87
Group B,86.39
Group B,107.64
Group B,104.68
Group B,83.46
Group B,108.6
Group B,109.3
Group B,91.76
Group B,118.86
Group B,104.12
Group B,81.37
Group B,102.75
Group B,116.17
Group B,105.33
Group B,89.88
Group B,100.29
Group B,102.99
Group B,86.44
Group B,57.72
Group B,137.7
Group B,102.64
Group B,106.0
Group B,92.8
Group B,100.59
Group B,120.67
Group B,107.79
Group B,81.16
Group B,129.82
Group B,99.64
Group B,94.58
Group B,94.95
Group B,93.13
Group B,97.18
Group B,117.56
Group B,105.56
Group B,111.02
Group B,108.03
Group B,131.39
Group B,85.47
Group B,106.2
Group B,116.3
Group B,102.85
Group B,88.4
Group B,92.1
Group B,88.9
Group B,107.74
Group B,77.5
Group B,118.37
Group B,112.35
Group B,78.47
Group B,77.32
Group B,137.89
Group B,106.19
Group B,107.56
Group B,135.99
Group B,82.54
Group B,84.46
Group B,94.92
Group B,95.26
Group B,109.03
Group B,114.02
Group B,136.62
Group B,112.79
Group B,103.24
Group B,89.76
Group B,136.41
Group B,111.43
Group B,76.62
Group B,97.79
Group B,114.66
Group B,90.13
Group B,126.68
Group B,95.08
Group B,90.66
Group B,105.53
Group B,82.06
Group B,116.57
Group B,104.58
Group B,112.41
Group B,106.56
Group B,102.49
Group B,123.23
Group B,96.28
Group B,114.04
Group B,106.46
Group B,104.32
Group B,98.32
Group B,86.05
Group B,106.23
Group B,83.88
Group B,74.0
Group B,106.29
Group B,78.51
Group B,123.14
Group B,91.4
Group B,102.56
Group B,91.81
Group B,103.58
Group B,112.34
Group B,115.51
Group B,93.05
Group B,91.41
Group B,58.65
Group B,122.67
Group B,93.08
Group B,103.73
Group B,115.47
Group B,131.66
Group B,81.06
Group B,91.99
Group B,93.08
Group B,76.96
Group B,100.92
Group B,95.8
Group B,96.63
Group B,88.55
Group B,101.73
Group B,104.75
Group B,103.36
Group B,93.14
Group B,110.73
Group B,107.46
Group B,92.29
Group B,96.48
Group B,94.38
Group B,83.24
Group B,95.3
Group B,86.16
Group B,101.54
Group B,100.68
Group B,84.18
Group B,108.18
Group B,84.88
Group B,97.68
Group B,79.27
Group B,92.25
Group B,92.18
Group B,133.65
Group B,80.12
Group B,98.73
Group B,83.46
Group B,120.35
Group B,129.46
Group B,95.43
Group B,125.4
Group B,105.52
Group B,96.89
Group B,95.06
Group B,79.77
Group B,96.37
Group B,95.45
Group B,100.78
Group B,102.13
Group B,112.76
Group B,119.71
Group B,129.79
Group B,109.96
Group B,88.05
Group B,81.65
Group B,97.59
Group B,107.61
Group B,87.33
Group B,95.26
Group B,100.82
Group B,87.5
Group B,117.52
Group B,69.38
Group B,116.37
Group B,135.66
Group B,103.07
Group B,94.53
Group B,101.06
Group B,98.68
Group B,107.38
Group B,103.66
Group B,89.4
Group B,112.98
Group B,86.58
Group B,99.62
Group B,110.52
Group B,118.9
Group B,100.81
Group B,114.14
Group B,97.95
Group B,112.07
Group B,105.62
Group B,111.06
Group B,112.43
Group B,108.84
Group B,90.39
Group B,89.51
Group B,98.73
Group B,88.14
Group B,130.49
Group B,91.73
Group B,96.47
Group B,105.14
Group B,90.91
